address,latitude,longitude,number_of_raids,proportion_no_action,raid_dates_and_resolutions
706 FAILE STREET Bronx,40.81476693,-73.88636843,4,1.0,"[('2016-07-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-01-13', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-04-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-01-12', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
710 EAST 138 STREET Bronx,40.80476364,-73.91314175,1,1.0,"[('2013-04-12', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
713 NOSTRAND AVENUE Brooklyn,40.67274696,-73.9500285,2,0.0,"[('2013-05-10', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2013-05-10', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED')]"
715 61 STREET Brooklyn,40.63609079,-74.0116478,4,0.25,"[('2014-02-08', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2017-05-06', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-09-26', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2015-09-26', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED')]"
718 EAST 187 STREET Bronx,40.85382469,-73.88396447,1,0.0,"[('2012-10-15', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED')]"
7210 NEW UTRECHT AVENUE Brooklyn,40.61800511,-73.99967862,3,0.3333333333333333,"[('2014-06-21', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2016-10-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-06-21', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
7212 NORTHERN BOULEVARD Queens,40.75431639,-73.89394738,1,1.0,"[('2014-01-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
7217 8 AVENUE Brooklyn,40.62813084,-74.01684977,3,1.0,"[('2014-03-09', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-09-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-04-26', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
722 KINGS HIGHWAY Brooklyn,40.60611988,-73.96489495,3,0.0,"[('2013-02-02', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED'), ('2013-02-04', 'ADMINISTRATIVE CLOSURE NN'), ('2013-02-02', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
7221 3 AVENUE Brooklyn,40.63286531,-74.02688906,2,1.0,"[('2016-10-29', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-09-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
724 NOSTRAND AVENUE Brooklyn,40.67391147,-73.9506579,2,1.0,"[('2014-10-04', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-01-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
725 ASTOR AVENUE Bronx,40.86038163,-73.86648827,1,1.0,"[('2013-01-26', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
726 ASTOR AVENUE Bronx,40.85934224,-73.86620096,1,1.0,"[('2013-08-16', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
730 ASTOR AVENUE Bronx,40.85934224,-73.86620096,1,1.0,"[('2013-01-26', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
733 WASHINGTON STREET Manhattan,40.73631327,-74.00808452,1,1.0,"[('2013-10-24', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
735 10 AVENUE Manhattan,40.76458542,-73.99255166,1,1.0,"[('2013-12-13', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
735 KNICKERBOCKER AVENUE Brooklyn,40.69395284,-73.9093111,2,1.0,"[('2016-05-13', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-11-04', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
744 MYRTLE AVENUE Brooklyn,40.69468746,-73.95297253,1,1.0,"[('2014-05-16', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
745 39 STREET Brooklyn,40.64809978,-73.99820568,2,0.0,"[('2014-08-22', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2015-03-22', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
75-11 ROCKAWAY BOULEVARD Queens,40.68588149,-73.8645757,1,1.0,"[('2015-10-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
76 EAST 1 STREET Manhattan,40.72326209,-73.98812334,2,0.5,"[('2013-12-12', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-07-15', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
760 GRAND CONCOURSE Bronx,40.82363513,-73.92390593,1,1.0,"[('2014-07-18', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
761 BURKE AVENUE Bronx,40.87160331,-73.8644905,4,0.0,"[('2016-03-30', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-03-30', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-03-30', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-03-30', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
765 MANHATTAN AVENUE Brooklyn,40.72687615,-73.95286684,2,1.0,"[('2014-02-21', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-02-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
766 FRANKLIN AVENUE Brooklyn,40.67224781,-73.95784216,1,1.0,"[('2017-06-03', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
77 MORGAN AVENUE Brooklyn,40.70657045,-73.93280538,1,1.0,"[('2013-12-31', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
77-14 QUEENS BOULEVARD Queens,40.73781278,-73.88579246,1,0.0,"[('2015-04-17', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED')]"
7714 QUEENS BOULEVARD Queens,40.73781278,-73.88579246,1,0.0,"[('2013-02-16', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
772 RICHMOND TERRACE Staten Island,40.6444384,-74.0978834,1,1.0,"[('2013-03-29', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
778 FRANKLIN AVENUE Brooklyn,40.67193909,-73.95782116,7,0.0,"[('2013-05-10', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2016-06-19', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2017-02-26', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2014-04-05', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED'), ('2017-06-03', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2014-04-05', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED'), ('2014-10-04', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
78-01 ROOSEVELT AVENUE Queens,40.7475143,-73.88740428,3,1.0,"[('2014-08-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-07-06', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-04-16', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
78-13 ROOSEVELT AVENUE Queens,40.74754406,-73.88711833,1,0.0,"[('2012-12-01', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
78-14 ROOSEVELT AVENUE Queens,40.74699826,-73.88724129,10,0.2,"[('2013-10-26', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2016-03-25', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-11-18', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-10-26', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2014-11-14', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2014-06-14', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2014-02-15', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-03-25', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-03-25', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-03-25', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
78-16 ATLANTIC AVENUE Queens,40.68449584,-73.86097274,5,0.4,"[('2014-08-03', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-09-14', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-03-20', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED'), ('2017-04-01', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2016-03-19', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
79 MADISON AVENUE Manhattan,40.74404604,-73.98521337,1,1.0,"[('2014-01-19', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
79-03 ROOSEVELT AVENUE Queens,40.74760516,-73.88653864,1,0.0,"[('2017-04-30', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
79-05 ROOSEVELT AVENUE Queens,40.74761239,-73.88646785,3,0.0,"[('2014-01-10', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2014-01-10', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2016-11-19', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
79-21 QUEENS BOULEVARD Queens,40.73843019,-73.88381976,1,1.0,"[('2013-02-16', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
79-51 ALBION AVENUE Queens,,,1,1.0,"[('2013-10-26', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
790 METROPOLITAN AVENUE Brooklyn,40.71449988,-73.94253251,2,0.0,"[('2013-03-27', 'VACATE'), ('2012-10-12', 'VACATE')]"
7915 3 AVENUE Brooklyn,40.62804856,-74.02885135,1,1.0,"[('2014-03-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
793 9 AVENUE Manhattan,40.76531259,-73.98795802,1,0.0,"[('2014-11-08', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
793 FAIRVIEW AVENUE Queens,40.70484362,-73.90224878,1,1.0,"[('2015-04-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
8 NEWPORT STREET Brooklyn,40.65823429,-73.91497642,2,1.0,"[('2013-08-16', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-01-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
8 VAN DUZER STREET Staten Island,40.63785965,-74.07825114,1,1.0,"[('2013-10-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
80 LAFAYETTE AVENUE Brooklyn,40.68697685,-73.97473169,1,0.0,"[('2014-05-31', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
80 WEST KINGSBRIDGE ROAD Bronx,40.86791455,-73.90053601,11,0.18181818181818182,"[('2017-06-17', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2017-06-17', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2017-06-17', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2017-06-17', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2017-06-17', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2017-06-17', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2013-08-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-12-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-06-17', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2017-06-17', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2017-06-17', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
80-12 51 AVENUE Queens,40.73725104,-73.88326234,2,0.0,"[('2016-06-17', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-06-17', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
80-14 ROOSEVELT AVENUE Queens,40.74725796,-73.88517257,1,1.0,"[('2017-04-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
80-15 NORTHERN BOULEVARD Queens,40.75569603,-73.88663085,1,0.0,"[('2014-08-24', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
8015 5 AVENUE Brooklyn,40.625218700000005,-74.02403129999999,1,1.0,"[('2014-03-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
81 AVENUE A Manhattan,40.7251948,-73.98452164,1,0.0,"[('2016-07-30', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED')]"
81-01 NORTHERN BOULEVARD Queens,40.75574894,-73.88620582,4,0.5,"[('2015-11-20', 'VACATE'), ('2013-04-05', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-05-25', 'VACATE'), ('2017-04-29', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
81-03 ROOSEVELT AVENUE Queens,40.74776147,-73.88467774,6,0.0,"[('2014-08-24', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2013-10-05', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2015-11-21', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2015-11-21', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2015-11-21', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2015-11-21', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED')]"
81-09 ROOSEVELT AVENUE Queens,40.74778439,-73.88446371,1,1.0,"[('2013-04-05', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
81-22 BAXTER AVENUE Queens,40.74558843,-73.88366438,1,0.0,"[('2015-07-10', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
811 SENECA AVENUE Queens,40.70135438,-73.90478194,2,0.0,"[('2014-09-26', 'VACATE'), ('2015-06-05', 'VACATE')]"
82 STANTON STREET Manhattan,40.72167988,-73.98877092,1,0.0,"[('2015-08-28', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
82-14 ROOSEVELT AVENUE Queens,40.74744927,-73.88336337,2,0.0,"[('2014-11-19', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2016-11-19', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
82-16 BAXTER AVENUE Queens,40.74671821,-73.88288941,1,1.0,"[('2017-07-21', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
82-22 NORTHERN BOULEVARD Queens,40.75534751,-73.88477934,1,0.0,"[('2013-04-05', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
820 39 STREET Brooklyn,40.64671906,-73.99683891,1,1.0,"[('2017-01-07', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
83 EAST 110 STREET Manhattan,40.79583902,-73.94626546,2,0.5,"[('2013-03-03', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-10-07', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED')]"
83-02 NORTHERN BOULEVARD Queens,40.755392799999996,-73.88410001,1,1.0,"[('2013-04-05', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
83-17 ROOSEVELT AVENUE Queens,40.74803411,-73.88246787,1,0.0,"[('2015-11-21', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
83-38 WOODHAVEN BOULEVARD Queens,40.70225596,-73.85568573,1,0.0,"[('2014-09-26', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
83-47 258 STREET Queens,40.73748145,-73.71002225,1,1.0,"[('2012-07-28', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
8302 NORTHERN BOULEVARD Queens,40.755392799999996,-73.88410001,1,0.0,"[('2015-01-24', 'NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION')]"
833 LINDEN BOULEVARD Brooklyn,40.65429093,-73.92705332,1,1.0,"[('2012-09-15', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
834 62 STREET Brooklyn,40.63360145,-74.00995963,2,0.5,"[('2013-04-26', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2013-04-26', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
834 CLARKSON AVENUE Brooklyn,40.6564773,-73.93053624,4,0.5,"[('2014-05-18', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-05-05', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-02-15', 'NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION'), ('2013-09-24', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED')]"
835 NOSTRAND AVENUE Brooklyn,40.66818537,-73.95035552,2,1.0,"[('2014-02-01', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-07-13', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
84-07 NORTHERN BOULEVARD Queens,40.75603761,-73.88321412,1,1.0,"[('2014-01-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
84-19 NORTHERN BOULEVARD Queens,40.75607869,-73.88283050000001,1,1.0,"[('2015-11-20', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
84-28 164 STREET Queens,40.71444344,-73.80278320000001,5,0.2,"[('2013-08-09', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2015-02-27', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-08-09', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2012-09-15', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2012-09-15', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
84-28 JAMAICA AVENUE Queens,40.69220914,-73.85979975,1,1.0,"[('2015-10-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
848 64 STREET Brooklyn,40.63224621,-74.01072713,3,0.6666666666666666,"[('2013-04-26', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-09-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-03-09', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
85 AVENUE A Manhattan,40.72531377,-73.984436,2,0.5,"[('2016-12-17', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2013-12-12', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
85-13 NORTHERN BOULEVARD Queens,40.75618488,-73.88205392,1,0.0,"[('2014-01-10', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
85-14 ROOSEVELT AVENUE Queens,40.74778901,-73.88055268,3,0.6666666666666666,"[('2015-07-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-03-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-04-17', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
85-16 ROOSEVELT AVENUE Queens,40.74776863,-73.88042749,18,0.0,"[('2016-11-19', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2016-11-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-11-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-11-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-11-19', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2016-11-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-11-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-11-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-11-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-11-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-11-19', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2016-11-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2015-12-12', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2015-12-12', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2016-06-17', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2015-12-12', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2015-12-12', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2016-06-17', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
85-28 37 AVENUE Queens,40.74985717,-73.88101373,2,0.5,"[('2012-12-01', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2013-04-05', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
856 ATLANTIC AVENUE Brooklyn,40.68126627,-73.96660398,1,0.0,"[('2016-06-18', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED')]"
857 ATLANTIC AVENUE Brooklyn,40.68154128,-73.96508137,1,1.0,"[('2017-03-11', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
857 BROADWAY Brooklyn,40.69886933,-73.93808719,2,0.0,"[('2014-01-24', 'MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P'), ('2014-01-24', 'MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P')]"
857 EAST 149 STREET Bronx,40.81180212,-73.90327923,1,1.0,"[('2015-11-06', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
859 FLATBUSH AVENUE Brooklyn,40.65135433,-73.95861048,2,0.5,"[('2017-05-05', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-04-22', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
86 KENMARE STREET Manhattan,40.72110075,-73.99688406,1,1.0,"[('2014-04-26', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
86-22 ROOSEVELT AVENUE Queens,40.74794285,-73.87903628,1,1.0,"[('2014-04-17', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
86-26 ROOSEVELT AVENUE Queens,40.74794285,-73.87903628,3,1.0,"[('2015-12-13', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-03-26', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-11-19', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
860 EAST TREMONT AVENUE Bronx,40.84288721,-73.88659749,1,0.0,"[('2015-08-01', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
87 CENTRAL AVENUE Brooklyn,40.70083619,-73.92949612,4,0.0,"[('2017-05-20', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2017-05-20', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2017-05-20', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2017-05-20', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
87 EAST BROADWAY Manhattan,40.71356073,-73.99379166,2,0.0,"[('2012-10-20', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2012-10-20', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
87 LUDLOW STREET Manhattan,40.71834847,-73.98950327,3,0.0,"[('2013-05-31', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2013-05-31', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2013-02-15', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
87-18 LIBERTY AVENUE Queens,40.67966928,-73.85077589,1,1.0,"[('2014-09-12', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
876 BRUCKNER BOULEVARD Bronx,,,1,0.0,"[('2012-08-04', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
88-18 JAMAICA AVENUE Queens,40.69248202,-73.85573761,8,0.0,"[('2016-03-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-03-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-03-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-03-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-03-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-03-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-03-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-03-19', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
88-22 ROCKAWAY BEACH BOULEVARD Queens,40.58731673,-73.81391618,1,0.0,"[('2016-08-20', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
883 4 AVENUE Brooklyn,40.65573603,-74.0024565,1,1.0,"[('2013-03-23', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
889 HART STREET Brooklyn,40.7033641,-73.92151653,1,1.0,"[('2013-03-15', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
89-10 ROOSEVELT AVENUE Queens,40.74811928,-73.87745175,4,0.5,"[('2013-02-16', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2013-02-16', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2014-02-15', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-11-14', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
89-25 130 STREET Queens,40.69916775,-73.82061291,6,0.16666666666666666,"[('2013-09-14', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-03-31', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2014-03-22', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2014-08-02', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2014-08-02', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2014-03-22', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
