address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number,longitude,latitude,fl_bin,number_calls,preceding_month,preceding_year,proportion_last_year_resolved,specific_datafile,full_address
88-22 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303500,16123.0,99.0,2016-08-20,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000498Y,082016CERFC03,-73.81391618,40.58731673,4303500.0,25,0,0,0,cases/88-22 ROCKAWAY BEACH BOULEVARD_QUEENS_2016-08-20T00:00:00.csv,88-22 ROCKAWAY BEACH BOULEVARDQueens
883 4 AVENUE,Brooklyn,BK,3010179,685.0,8.0,2013-03-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.0024565,40.65573603,3010179.0,36,0,3,0,cases/883 4 AVENUE_BROOKLYN_2013-03-23T00:00:00.csv,883 4 AVENUEBrooklyn
889 HART STREET,Brooklyn,BK,3073249,3221.0,1.0,2013-03-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92151653,40.7033641,3073249.0,53,0,1,0,cases/889 HART STREET_BROOKLYN_2013-03-15T00:00:00.csv,889 HART STREETBrooklyn
89-10 ROOSEVELT AVENUE,Queens,QN,4314459,1510.0,6.0,2013-02-16,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000182H,,-73.87745175,40.74811928,4314459.0,3,0,0,0,,89-10 ROOSEVELT AVENUEQueens
89-10 ROOSEVELT AVENUE,Queens,QN,4314459,1510.0,6.0,2013-02-16,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000183J,,-73.87745175,40.74811928,4314459.0,3,0,0,0,,89-10 ROOSEVELT AVENUEQueens
89-10 ROOSEVELT AVENUE,Queens,QN,4314459,1510.0,6.0,2014-02-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87745175,40.74811928,4314459.0,3,0,0,0,,89-10 ROOSEVELT AVENUEQueens
89-10 ROOSEVELT AVENUE,Queens,QN,4314459,1510.0,6.0,2014-11-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87745175,40.74811928,4314459.0,3,0,0,0,,89-10 ROOSEVELT AVENUEQueens
89-25 130 STREET,Queens,QN,4196811,9357.0,3.0,2013-09-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82061291,40.69916775,4196811.0,25,1,10,0,cases/89-25 130 STREET_QUEENS_2013-09-14T00:00:00.csv,89-25 130 STREETQueens
89-25 130 STREET,Queens,QN,4196811,9357.0,3.0,2017-03-31,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35244102J,040117CNETV01,-73.82061291,40.69916775,4196811.0,25,2,5,0,cases/89-25 130 STREET_QUEENS_2017-03-31T00:00:00.csv,89-25 130 STREETQueens
89-25 130 STREET,Queens,QN,4196811,9357.0,3.0,2014-03-22,MARCH: NO PA PERMIT/ECB NOV ISSUED,35090987R,,-73.82061291,40.69916775,4196811.0,25,1,12,0,cases/89-25 130 STREET_QUEENS_2014-03-22T00:00:00.csv,89-25 130 STREETQueens
89-25 130 STREET,Queens,QN,4196811,9357.0,3.0,2014-08-02,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35095774X,080214PANELA01,-73.82061291,40.69916775,4196811.0,25,0,4,0,cases/89-25 130 STREET_QUEENS_2014-08-02T00:00:00.csv,89-25 130 STREETQueens
89-25 130 STREET,Queens,QN,4196811,9357.0,3.0,2014-08-02,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35095963P,080214PANELA01,-73.82061291,40.69916775,4196811.0,25,0,4,0,cases/89-25 130 STREET_QUEENS_2014-08-02T00:00:00.csv,89-25 130 STREETQueens
89-25 130 STREET,Queens,QN,4196811,9357.0,3.0,2014-03-22,MARCH: NO PA PERMIT/ECB NOV ISSUED,35090988Z,,-73.82061291,40.69916775,4196811.0,25,1,12,0,cases/89-25 130 STREET_QUEENS_2014-03-22T00:00:00.csv,89-25 130 STREETQueens
89-29 130 STREET,Queens,QN,4196810,9357.0,1.0,2015-02-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82053662,40.699042299999995,4196810.0,28,0,2,1,cases/89-29 130 STREET_QUEENS_2015-02-14T00:00:00.csv,89-29 130 STREETQueens
89-29 130 STREET,Queens,QN,4196810,9357.0,1.0,2016-10-15,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35180095K,101516PANEDA01,-73.82053662,40.699042299999995,4196810.0,28,0,1,0,cases/89-29 130 STREET_QUEENS_2016-10-15T00:00:00.csv,89-29 130 STREETQueens
894 EAST TREMONT AVENUE,Bronx,BX,2010623,2985.0,45.0,2014-04-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88449029,40.84185057,2010623.0,4,0,0,0,cases/894 EAST TREMONT AVENUE_BRONX_2014-04-25T00:00:00.csv,894 EAST TREMONT AVENUEBronx
896 BROADWAY,Brooklyn,BK,3399392,1582.0,19.0,2013-08-23,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35030359L,,-73.93715440000001,40.69778033,3399392.0,31,0,0,0,cases/896 BROADWAY_BROOKLYN_2013-08-23T00:00:00.csv,896 BROADWAYBrooklyn
896 BROADWAY,Brooklyn,BK,3399392,1582.0,19.0,2013-08-23,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35030358J,,-73.93715440000001,40.69778033,3399392.0,31,0,0,0,cases/896 BROADWAY_BROOKLYN_2013-08-23T00:00:00.csv,896 BROADWAYBrooklyn
899 BERGEN STREET,Brooklyn,BK,3028021,1142.0,18.0,2015-01-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95736316,40.6775809,3028021.0,1461,4,178,0,cases/899 BERGEN STREET_BROOKLYN_2015-01-26T00:00:00.csv,899 BERGEN STREETBrooklyn
899 BERGEN STREET,Brooklyn,BK,3028021,1142.0,18.0,2015-01-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95736316,40.6775809,3028021.0,1461,4,178,0,cases/899 BERGEN STREET_BROOKLYN_2015-01-25T00:00:00.csv,899 BERGEN STREETBrooklyn
899 FULTON STREET,Brooklyn,BK,3056600,1976.0,18.0,2012-12-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96721423,40.68370549,3056600.0,14,0,3,0,cases/899 FULTON STREET_BROOKLYN_2012-12-22T00:00:00.csv,899 FULTON STREETBrooklyn
90 BOWERY,Manhattan,MN,1003136,239.0,38.0,2012-10-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34995359X,102012CNER04,-73.995673,40.71751092,1003136.0,67,1,26,5,cases/90 BOWERY_MANHATTAN_2012-10-20T00:00:00.csv,90 BOWERYManhattan
90 WYTHE AVENUE,Brooklyn,BK,3329926,2295.0,18.0,2013-09-15,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35025369Z,,-73.95833495,40.72175706,3329926.0,34,0,2,0,cases/90 WYTHE AVENUE_BROOKLYN_2013-09-15T00:00:00.csv,90 WYTHE AVENUEBrooklyn
90 WYTHE AVENUE,Brooklyn,BK,3329926,2295.0,18.0,2013-09-15,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35025370X,,-73.95833495,40.72175706,3329926.0,34,0,2,0,cases/90 WYTHE AVENUE_BROOKLYN_2013-09-15T00:00:00.csv,90 WYTHE AVENUEBrooklyn
90-12 ROOSEVELT AVENUE,Queens,QN,4038785,1551.0,4.0,2014-06-13,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35095981Z,,-73.87566753,40.74825373,4038785.0,3,0,0,0,cases/90-12 ROOSEVELT AVENUE_QUEENS_2014-06-13T00:00:00.csv,90-12 ROOSEVELT AVENUEQueens
90-12 ROOSEVELT AVENUE,Queens,QN,4038785,1551.0,4.0,2014-06-13,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35095980R,,-73.87566753,40.74825373,4038785.0,3,0,0,0,cases/90-12 ROOSEVELT AVENUE_QUEENS_2014-06-13T00:00:00.csv,90-12 ROOSEVELT AVENUEQueens
90-15 31 AVENUE,Queens,QN,4445870,1388.0,36.0,2015-01-24,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,-73.87799518,40.76032424,4445870.0,46,0,3,0,cases/90-15 31 AVENUE_QUEENS_2015-01-24T00:00:00.csv,90-15 31 AVENUEQueens
90-18 ROOSEVELT AVENUE,Queens,QN,4038785,1551.0,4.0,2012-10-06,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34955394P,10052012PANESS01,-73.87566753,40.74825373,4038785.0,28,0,14,0,cases/90-18 ROOSEVELT AVENUE_QUEENS_2012-10-06T00:00:00.csv,90-18 ROOSEVELT AVENUEQueens
90-18 ROOSEVELT AVENUE,Queens,QN,4038785,1551.0,4.0,2014-02-15,ECB VIOLATION SERVED,35064654J,,-73.87566753,40.74825373,4038785.0,28,0,2,1,cases/90-18 ROOSEVELT AVENUE_QUEENS_2014-02-15T00:00:00.csv,90-18 ROOSEVELT AVENUEQueens
90-18 ROOSEVELT AVENUE,Queens,QN,4038785,1551.0,4.0,2014-02-15,PLEASE SEE COMPLAINT NUMBER,,,-73.87566753,40.74825373,4038785.0,28,0,2,1,cases/90-18 ROOSEVELT AVENUE_QUEENS_2014-02-15T00:00:00.csv,90-18 ROOSEVELT AVENUEQueens
90-18 ROOSEVELT AVENUE,Queens,QN,4038785,1551.0,4.0,2014-02-15,ECB VIOLATION SERVED,35064653H,,-73.87566753,40.74825373,4038785.0,28,0,2,1,cases/90-18 ROOSEVELT AVENUE_QUEENS_2014-02-15T00:00:00.csv,90-18 ROOSEVELT AVENUEQueens
906 BROADWAY,Brooklyn,BK,3042867,1582.0,23.0,2016-06-11,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35179941M,06116CNER03,-73.93702348,40.69766568,3042867.0,57,0,9,0,cases/906 BROADWAY_BROOKLYN_2016-06-11T00:00:00.csv,906 BROADWAYBrooklyn
906 BROADWAY,Brooklyn,BK,3042867,1582.0,23.0,2016-06-11,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35179941M,061116CNEMR03,-73.93702348,40.69766568,3042867.0,57,0,9,0,cases/906 BROADWAY_BROOKLYN_2016-06-11T00:00:00.csv,906 BROADWAYBrooklyn
906 BROADWAY,Brooklyn,BK,3042867,1582.0,23.0,2016-06-11,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35179940K,06116CNER03,-73.93702348,40.69766568,3042867.0,57,0,9,0,cases/906 BROADWAY_BROOKLYN_2016-06-11T00:00:00.csv,906 BROADWAYBrooklyn
906 BROADWAY,Brooklyn,BK,3042867,1582.0,23.0,2016-06-11,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35180562K,06116CNER03,-73.93702348,40.69766568,3042867.0,57,0,9,0,cases/906 BROADWAY_BROOKLYN_2016-06-11T00:00:00.csv,906 BROADWAYBrooklyn
906 BROADWAY,Brooklyn,BK,3042867,1582.0,23.0,2016-06-11,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35180562K,061116CNEMR03,-73.93702348,40.69766568,3042867.0,57,0,9,0,cases/906 BROADWAY_BROOKLYN_2016-06-11T00:00:00.csv,906 BROADWAYBrooklyn
906 BROADWAY,Brooklyn,BK,3042867,1582.0,23.0,2016-06-11,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35180562K,061116CNER02,-73.93702348,40.69766568,3042867.0,57,0,9,0,cases/906 BROADWAY_BROOKLYN_2016-06-11T00:00:00.csv,906 BROADWAYBrooklyn
906 BROADWAY,Brooklyn,BK,3042867,1582.0,23.0,2016-06-11,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35179941M,061116CNER02,-73.93702348,40.69766568,3042867.0,57,0,9,0,cases/906 BROADWAY_BROOKLYN_2016-06-11T00:00:00.csv,906 BROADWAYBrooklyn
906 BROADWAY,Brooklyn,BK,3042867,1582.0,23.0,2016-06-11,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35179940K,061116CNEMR03,-73.93702348,40.69766568,3042867.0,57,0,9,0,cases/906 BROADWAY_BROOKLYN_2016-06-11T00:00:00.csv,906 BROADWAYBrooklyn
906 BROADWAY,Brooklyn,BK,3042867,1582.0,23.0,2016-06-11,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35179940K,061116CNER02,-73.93702348,40.69766568,3042867.0,57,0,9,0,cases/906 BROADWAY_BROOKLYN_2016-06-11T00:00:00.csv,906 BROADWAYBrooklyn
91-01 ASTORIA BOULEVARD,Queens,QN,4032451,1365.0,1.0,2013-10-06,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35065312Y,,-73.87814817,40.76376464,4032451.0,73,2,62,0,cases/91-01 ASTORIA BOULEVARD_QUEENS_2013-10-06T00:00:00.csv,91-01 ASTORIA BOULEVARDQueens
91-01 ASTORIA BOULEVARD,Queens,QN,4032451,1365.0,1.0,2012-12-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87814817,40.76376464,4032451.0,73,14,17,0,cases/91-01 ASTORIA BOULEVARD_QUEENS_2012-12-01T00:00:00.csv,91-01 ASTORIA BOULEVARDQueens
91-01 ASTORIA BOULEVARD,Queens,QN,4032451,1365.0,1.0,2014-01-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87814817,40.76376464,4032451.0,73,0,40,0,cases/91-01 ASTORIA BOULEVARD_QUEENS_2014-01-10T00:00:00.csv,91-01 ASTORIA BOULEVARDQueens
91-06 43 AVENUE,Queens,QN,4039933,1600.0,7.0,2015-04-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87411740000002,40.74320082,4039933.0,23,0,0,0,cases/91-06 43 AVENUE_QUEENS_2015-04-17T00:00:00.csv,91-06 43 AVENUEQueens
91-12 144 PLACE,Queens,QN,4213861,9984.0,11.0,2013-04-27,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35006429H,,-73.81039224,40.70018192,4213861.0,26,0,1,0,cases/91-12 144 PLACE_QUEENS_2013-04-27T00:00:00.csv,91-12 144 PLACEQueens
9117 AVENUE L,Brooklyn,BK,3231574,8237.0,1.0,2017-01-27,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35219454Z,012817CERFC01,-73.89937063,40.636376500000004,3231574.0,41,0,10,0,cases/9117 AVENUE L_BROOKLYN_2017-01-27T00:00:00.csv,9117 AVENUE LBrooklyn
92 LUDLOW STREET,Manhattan,MN,1005299,409.0,41.0,2012-08-14,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34951826L,,-73.98895836,40.71838652,1005299.0,105,1,3,0,cases/92 LUDLOW STREET_MANHATTAN_2012-08-14T00:00:00.csv,92 LUDLOW STREETManhattan
92 LUDLOW STREET,Manhattan,MN,1005299,409.0,41.0,2014-09-19,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35111276K,,-73.98895836,40.71838652,1005299.0,105,0,12,0,cases/92 LUDLOW STREET_MANHATTAN_2014-09-19T00:00:00.csv,92 LUDLOW STREETManhattan
92-06 173 STREET,Queens,QN,4217514,10213.0,14.0,2017-02-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.78683786,40.70760986,4217514.0,623,6,96,0,cases/92-06 173 STREET_QUEENS_2017-02-17T00:00:00.csv,92-06 173 STREETQueens
92-06 173 STREET,Queens,QN,4217514,10213.0,14.0,2014-04-11,MARCH: NO PA PERMIT/ECB NOV ISSUED,35091281J,041114PAERDM01,-73.78683786,40.70760986,4217514.0,623,5,35,0,cases/92-06 173 STREET_QUEENS_2014-04-11T00:00:00.csv,92-06 173 STREETQueens
92-06 173 STREET,Queens,QN,4217514,10213.0,14.0,2016-04-02,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.78683786,40.70760986,4217514.0,623,4,109,1,cases/92-06 173 STREET_QUEENS_2016-04-02T00:00:00.csv,92-06 173 STREETQueens
92-06 173 STREET,Queens,QN,4217514,10213.0,14.0,2014-09-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.78683786,40.70760986,4217514.0,623,13,60,0,cases/92-06 173 STREET_QUEENS_2014-09-14T00:00:00.csv,92-06 173 STREETQueens
92-06 173 STREET,Queens,QN,4217514,10213.0,14.0,2015-06-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.78683786,40.70760986,4217514.0,623,10,104,0,cases/92-06 173 STREET_QUEENS_2015-06-27T00:00:00.csv,92-06 173 STREETQueens
92-08 222 STREET,Queens,QN,4230132,10737.0,1.0,2013-05-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.73523309,40.72617879999999,4230132.0,12,0,1,0,cases/92-08 222 STREET_QUEENS_2013-05-12T00:00:00.csv,92-08 222 STREETQueens
920 EAST 173 STREET,Bronx,BX,2010593,2982.0,23.0,2016-04-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88851022,40.83546609,2010593.0,10,0,0,0,cases/920 EAST 173 STREET_BRONX_2016-04-29T00:00:00.csv,920 EAST 173 STREETBronx
920 EAST 174 STREET,Bronx,BX,2010605,2983.0,23.0,2012-10-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88751012,40.83711511,2010605.0,50,0,11,0,cases/920 EAST 174 STREET_BRONX_2012-10-27T00:00:00.csv,920 EAST 174 STREETBronx
920 EAST 174 STREET,Bronx,BX,2010605,2983.0,23.0,2012-06-02,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,34955579L,,-73.88751012,40.83711511,2010605.0,50,0,14,0,cases/920 EAST 174 STREET_BRONX_2012-06-02T00:00:00.csv,920 EAST 174 STREETBronx
921 BROADWAY,Brooklyn,BK,3071867,3150.0,2.0,2013-03-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93601192,40.69770481,3071867.0,60,0,6,0,cases/921 BROADWAY_BROOKLYN_2013-03-15T00:00:00.csv,921 BROADWAYBrooklyn
921 EAST 163 STREET,Bronx,BX,2005356,2697.0,31.0,2013-03-17,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000274P,,-73.89756661,40.82121445,2005356.0,3,0,1,0,cases/921 EAST 163 STREET_BRONX_2013-03-17T00:00:00.csv,921 EAST 163 STREETBronx
921 EAST 163 STREET,Bronx,BX,2005356,2697.0,31.0,2013-03-17,MARCH: NO PA PERMIT/ECB NOV ISSUED,35006511R,,-73.89756661,40.82121445,2005356.0,3,0,1,0,cases/921 EAST 163 STREET_BRONX_2013-03-17T00:00:00.csv,921 EAST 163 STREETBronx
929 COLUMBUS AVENUE,Manhattan,MN,1055632,1841.0,64.0,2012-06-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96283923,40.79879421,1055632.0,298,3,16,0,cases/929 COLUMBUS AVENUE_MANHATTAN_2012-06-01T00:00:00.csv,929 COLUMBUS AVENUEManhattan
929 COLUMBUS AVENUE,Manhattan,MN,1055632,1841.0,64.0,2012-12-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96283923,40.79879421,1055632.0,298,0,25,0,cases/929 COLUMBUS AVENUE_MANHATTAN_2012-12-16T00:00:00.csv,929 COLUMBUS AVENUEManhattan
93 2 AVENUE,Manhattan,MN,1006627,461.0,32.0,2014-04-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98909061,40.72719865,1006627.0,38,1,8,1,cases/93 2 AVENUE_MANHATTAN_2014-04-11T00:00:00.csv,93 2 AVENUEManhattan
93 2 AVENUE,Manhattan,MN,1006627,461.0,32.0,2012-08-18,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,34985205Y,,-73.98909061,40.72719865,1006627.0,38,0,2,0,cases/93 2 AVENUE_MANHATTAN_2012-08-18T00:00:00.csv,93 2 AVENUEManhattan
93-04 23 AVENUE,Queens,QN,4023634,1087.0,1.0,2012-07-06,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985477H,,-73.87668863,40.76776855,4023634.0,0,0,0,0,,93-04 23 AVENUEQueens
933 MCDONALD AVENUE,Brooklyn,BK,3127548,5408.0,54.0,2012-06-30,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.97693241,40.63131944,3127548.0,6,0,1,0,cases/933 MCDONALD AVENUE_BROOKLYN_2012-06-30T00:00:00.csv,933 MCDONALD AVENUEBrooklyn
933 MCDONALD AVENUE,Brooklyn,BK,3127548,5408.0,54.0,2013-01-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.97693241,40.63131944,3127548.0,6,1,1,0,cases/933 MCDONALD AVENUE_BROOKLYN_2013-01-04T00:00:00.csv,933 MCDONALD AVENUEBrooklyn
935 EAST 163 STREET,Bronx,BX,2005456,2703.0,25.0,2015-11-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89653516,40.82130037,2005456.0,298,0,71,0,cases/935 EAST 163 STREET_BRONX_2015-11-06T00:00:00.csv,935 EAST 163 STREETBronx
935 EAST 163 STREET,Bronx,BX,2005456,2703.0,25.0,2015-04-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89653516,40.82130037,2005456.0,298,3,104,0,cases/935 EAST 163 STREET_BRONX_2015-04-11T00:00:00.csv,935 EAST 163 STREETBronx
94 LIVONIA AVENUE,Brooklyn,BK,3082051,3583.0,35.0,2012-10-12,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,34925552Y,,-73.91467933,40.66146415,3082051.0,14,1,4,0,cases/94 LIVONIA AVENUE_BROOKLYN_2012-10-12T00:00:00.csv,94 LIVONIA AVENUEBrooklyn
94 WYTHE AVENUE,Brooklyn,BK,3061592,2295.0,19.0,2016-09-11,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35212651X,091116CERLP02,-73.95842087,40.7216763,3061592.0,9,0,5,0,cases/94 WYTHE AVENUE_BROOKLYN_2016-09-11T00:00:00.csv,94 WYTHE AVENUEBrooklyn
94-10 ASTORIA BOULEVARD,Queens,QN,4032884,1374.0,5.0,2013-04-05,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35006190P,,-73.87480298,40.76262314,4032884.0,17,1,1,0,cases/94-10 ASTORIA BOULEVARD_QUEENS_2013-04-05T00:00:00.csv,94-10 ASTORIA BOULEVARDQueens
94-25 37 AVENUE,Queens,QN,4036171,1468.0,36.0,2016-04-16,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168545R,0451616CNER01,-73.87258940000001,40.75124676,4036171.0,82,7,40,0,cases/94-25 37 AVENUE_QUEENS_2016-04-16T00:00:00.csv,94-25 37 AVENUEQueens
94-25 37 AVENUE,Queens,QN,4036171,1468.0,36.0,2016-04-16,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168462L,0451616CNER01,-73.87258940000001,40.75124676,4036171.0,82,7,40,0,cases/94-25 37 AVENUE_QUEENS_2016-04-16T00:00:00.csv,94-25 37 AVENUEQueens
94-25 37 AVENUE,Queens,QN,4036171,1468.0,36.0,2016-04-16,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168545R,"041616PANEJM01,",-73.87258940000001,40.75124676,4036171.0,82,7,40,0,cases/94-25 37 AVENUE_QUEENS_2016-04-16T00:00:00.csv,94-25 37 AVENUEQueens
94-25 37 AVENUE,Queens,QN,4036171,1468.0,36.0,2016-04-16,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168462L,"041616PANEJM01,",-73.87258940000001,40.75124676,4036171.0,82,7,40,0,cases/94-25 37 AVENUE_QUEENS_2016-04-16T00:00:00.csv,94-25 37 AVENUEQueens
94-25 37 AVENUE,Queens,QN,4036171,1468.0,36.0,2016-11-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35212998P,112016CNER02,-73.87258940000001,40.75124676,4036171.0,82,3,48,0,cases/94-25 37 AVENUE_QUEENS_2016-11-20T00:00:00.csv,94-25 37 AVENUEQueens
940 FLUSHING AVENUE,Brooklyn,BK,3071841,3143.0,13.0,2013-03-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93363955,40.70255357,3071841.0,177,8,80,0,cases/940 FLUSHING AVENUE_BROOKLYN_2013-03-15T00:00:00.csv,940 FLUSHING AVENUEBrooklyn
940 FULTON STREET,Brooklyn,BK,3057632,2014.0,14.0,2013-11-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,,,3057632.0,322,9,76,0,cases/940 FULTON STREET_BROOKLYN_2013-11-16T00:00:00.csv,940 FULTON STREETBrooklyn
943 BROADWAY,Brooklyn,BK,3071999,3160.0,1.0,2016-11-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9352564,40.69728051,3071999.0,6,0,0,0,cases/943 BROADWAY_BROOKLYN_2016-11-05T00:00:00.csv,943 BROADWAYBrooklyn
946 FULTON STREET,Brooklyn,BK,3057634,2014.0,17.0,2013-11-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96301363,40.682424100000006,3057634.0,136,4,16,0,cases/946 FULTON STREET_BROOKLYN_2013-11-16T00:00:00.csv,946 FULTON STREETBrooklyn
947 61 STREET,Brooklyn,BK,3141185,5715.0,39.0,2017-01-06,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35213168K,010617PANEJM01,-74.00676609,40.63314048,3141185.0,11,0,1,0,cases/947 61 STREET_BROOKLYN_2017-01-06T00:00:00.csv,947 61 STREETBrooklyn
95 DELANCEY STREET,Manhattan,MN,1005289,409.0,17.0,2017-06-02,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98937596,40.71859522,1005289.0,80,2,16,0,cases/95 DELANCEY STREET_MANHATTAN_2017-06-02T00:00:00.csv,95 DELANCEY STREETManhattan
95 HALSEY STREET,Brooklyn,BK,3052729,1838.0,90.0,2012-07-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94975049,40.6820527,3052729.0,1089,1,41,0,cases/95 HALSEY STREET_BROOKLYN_2012-07-28T00:00:00.csv,95 HALSEY STREETBrooklyn
95 HALSEY STREET,Brooklyn,BK,3052729,1838.0,90.0,2015-06-28,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35137282M,"062815CNEDE01,MR01",-73.94975049,40.6820527,3052729.0,1089,2,126,0,cases/95 HALSEY STREET_BROOKLYN_2015-06-28T00:00:00.csv,95 HALSEY STREETBrooklyn
95 HALSEY STREET,Brooklyn,BK,3052729,1838.0,90.0,2014-05-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94975049,40.6820527,3052729.0,1089,2,27,0,cases/95 HALSEY STREET_BROOKLYN_2014-05-16T00:00:00.csv,95 HALSEY STREETBrooklyn
95 HALSEY STREET,Brooklyn,BK,3052729,1838.0,90.0,2017-02-24,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35213557Y,022417CNER01,-73.94975049,40.6820527,3052729.0,1089,22,564,0,cases/95 HALSEY STREET_BROOKLYN_2017-02-24T00:00:00.csv,95 HALSEY STREETBrooklyn
95 HALSEY STREET,Brooklyn,BK,3052729,1838.0,90.0,2015-06-28,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35136658R,"062815CNEDE01,MR01",-73.94975049,40.6820527,3052729.0,1089,2,126,0,cases/95 HALSEY STREET_BROOKLYN_2015-06-28T00:00:00.csv,95 HALSEY STREETBrooklyn
